song_id,valence_mean,valence_std,arousal_mean,arousal_std,test,validation,Q1,Q2,Q3,Q4
597,4.8,1.78,6.4,0.8,0,0,0,1,0,0
598,4.0,1.61,5.6,1.02,0,0,0,1,0,0
600,3.5,1.8,4.0,2.1,0,0,0,0,1,0
605,4.4,1.74,6.0,1.55,0,1,0,1,0,0
606,4.1,1.76,5.6,1.5,0,0,0,1,0,0
607,4.4,1.74,6.1,1.3,0,0,0,1,0,0
608,2.9,1.64,3.8,1.89,0,0,0,0,1,0
609,5.3,1.82,5.55,1.69,0,0,1,0,0,0
610,6.3,1.35,6.5,1.75,0,1,1,0,0,0
611,5.1,1.58,4.8,1.72,1,0,0,0,0,1
612,5.6,1.2,6.6,0.49,1,1,1,0,0,0
613,5.2,2.18,6.8,1.4,0,0,1,0,0,0
614,4.3,1.49,3.7,1.35,0,0,0,0,1,0
615,3.2,1.72,5.0,0.77,0,0,0,1,0,0
616,3.5,1.43,5.0,1.18,1,0,0,1,0,0
617,6.5,1.69,3.0,1.34,0,0,0,0,0,1
620,5.8,1.25,4.4,1.56,0,0,0,0,0,1
621,2.9,1.22,4.4,1.11,1,0,0,0,1,0
622,4.5,2.11,5.0,1.79,0,0,0,1,0,0
623,3.8,1.66,5.9,1.58,0,0,0,1,0,0
625,3.1,1.45,4.4,1.2,0,0,0,0,1,0
628,4.9,2.07,6.8,1.66,0,0,0,1,0,0
629,7.4,0.92,7.6,0.8,0,0,1,0,0,0
631,7.6,1.5,3.1,2.34,0,0,0,0,0,1
632,4.2,2.09,5.4,1.8,0,0,0,1,0,0
634,4.7,2.33,5.8,1.54,1,0,0,1,0,0
635,6.6,0.92,7.6,1.02,1,0,1,0,0,0
637,2.2,0.87,3.6,1.96,0,0,0,0,1,0
638,3.2,1.47,4.4,1.62,0,0,0,0,1,0
639,6.1,0.94,6.3,1.1,0,0,1,0,0,0
640,7.6,0.8,7.8,0.75,0,0,1,0,0,0
643,3.5,1.12,4.2,1.72,0,0,0,0,1,0
644,4.3,1.62,5.6,1.96,0,0,0,1,0,0
645,4.6,1.91,5.7,1.68,1,0,0,1,0,0
646,3.1,1.3,3.8,1.4,0,0,0,0,1,0
647,3.0,1.0,5.8,0.87,0,0,0,1,0,0
648,5.1,2.07,6.8,1.54,0,0,1,0,0,0
649,6.2,0.98,6.7,0.64,0,0,1,0,0,0
650,6.0,1.0,4.2,1.66,1,0,0,0,0,1
651,6.4,1.02,7.1,0.7,0,0,1,0,0,0
652,3.2,1.72,4.3,1.62,1,0,0,0,1,0
653,5.3,2.0,6.5,1.02,0,0,1,0,0,0
654,5.1,1.81,4.4,1.69,1,0,0,0,0,1
656,2.6,1.11,4.1,1.45,0,0,0,0,1,0
657,5.1,0.94,5.6,0.8,0,0,1,0,0,0
658,4.4,1.56,5.7,1.27,0,0,0,1,0,0
660,2.1,1.14,2.8,1.4,0,0,0,0,1,0
661,2.2,1.72,2.8,1.66,0,0,0,0,1,0
662,5.9,1.22,5.1,2.12,0,0,1,0,0,0
663,3.3,1.79,4.3,1.49,0,0,0,0,1,0
664,7.0,1.0,6.6,1.43,1,0,1,0,0,0
665,5.7,1.73,6.2,1.6,0,0,1,0,0,0
666,5.3,1.42,5.0,1.9,0,0,1,0,0,0
667,4.2,1.4,4.9,1.22,0,0,0,1,0,0
668,5.0,1.55,5.3,1.62,1,0,0,1,0,0
671,3.1,1.51,3.7,1.55,0,0,0,0,1,0
672,4.4,2.33,6.3,1.73,0,0,0,1,0,0
673,6.6,1.28,6.7,1.35,0,0,1,0,0,0
674,6.8,1.33,7.4,1.36,1,0,1,0,0,0
675,5.1,1.45,5.8,1.25,0,0,1,0,0,0
676,6.6,2.37,6.6,2.37,0,0,1,0,0,0
677,6.5,1.91,5.3,1.79,0,1,1,0,0,0
681,4.9,2.12,6.6,1.74,0,0,0,1,0,0
682,4.8,1.33,6.0,0.77,0,0,0,1,0,0
684,4.3,1.62,4.9,1.45,0,0,0,1,0,0
685,4.5,2.01,3.6,2.01,1,1,0,0,1,0
686,3.4,1.56,5.5,1.43,0,0,0,1,0,0
687,7.3,1.1,7.4,0.92,1,0,1,0,0,0
688,4.3,1.42,5.0,1.61,0,0,0,1,0,0
689,3.8,1.66,4.6,1.43,0,0,0,0,1,0
690,2.4,2.01,4.4,2.06,0,0,0,0,1,0
691,5.0,1.61,3.7,1.27,0,0,0,0,1,0
692,6.9,1.37,6.1,1.7,0,1,1,0,0,0
693,6.2,1.6,5.3,1.95,0,0,1,0,0,0
695,5.9,1.58,6.2,1.72,0,0,1,0,0,0
696,5.3,2.24,5.8,2.23,0,0,1,0,0,0
697,4.8,1.54,5.8,1.08,0,0,0,1,0,0
698,3.9,1.92,3.7,1.62,0,0,0,0,1,0
699,3.7,1.79,4.5,1.5,1,0,0,0,1,0
700,4.8,1.4,5.6,1.36,0,0,0,1,0,0
702,7.5,1.43,3.3,1.95,0,0,0,0,0,1
703,5.1,2.02,6.0,1.61,0,0,1,0,0,0
704,4.1,1.04,4.2,1.4,0,0,0,0,1,0
706,5.5,0.81,6.0,0.89,0,0,1,0,0,0
707,3.2,2.52,3.1,1.81,0,0,0,0,1,0
708,3.2,2.18,3.2,1.6,0,0,0,0,1,0
709,5.8,1.47,5.0,1.79,0,0,1,0,0,0
710,5.4,1.36,5.1,1.3,0,0,1,0,0,0
711,2.9,1.14,3.1,1.14,1,0,0,0,1,0
712,3.4,1.11,5.3,1.42,0,1,0,1,0,0
713,4.9,2.17,6.3,2.0,0,1,0,1,0,0
714,4.4,1.8,4.8,1.78,0,0,0,0,1,0
715,2.9,1.37,4.3,1.68,0,0,0,0,1,0
717,4.5,1.28,4.9,1.22,0,0,0,1,0,0
718,5.9,1.58,6.5,1.63,0,0,1,0,0,0
719,7.1,1.14,7.2,1.17,0,0,1,0,0,0
721,5.7,1.79,5.5,1.02,0,1,1,0,0,0
722,5.7,1.55,7.0,0.63,0,0,1,0,0,0
723,6.5,1.75,7.2,1.08,0,0,1,0,0,0
724,6.0,1.0,6.1,1.04,0,0,1,0,0,0
725,5.1,1.7,5.1,1.45,0,0,1,0,0,0
726,7.0,2.14,3.6,1.74,1,0,0,0,0,1
727,4.3,1.68,4.5,1.86,0,0,0,0,1,0
728,6.9,1.76,7.5,1.2,0,0,1,0,0,0
729,6.4,1.02,3.5,1.57,0,1,0,0,0,1
730,3.7,1.62,4.5,1.02,0,0,0,0,1,0
731,7.3,1.62,5.8,1.78,0,0,1,0,0,0
732,5.6,1.74,6.3,0.9,1,1,1,0,0,0
733,4.3,1.42,5.0,1.48,1,0,0,1,0,0
734,5.7,1.79,6.3,1.55,1,0,1,0,0,0
735,4.3,1.0,4.9,0.94,0,0,0,1,0,0
736,2.7,1.42,3.7,0.9,1,0,0,0,1,0
737,4.1,0.94,4.9,1.22,0,0,0,1,0,0
738,5.5,1.43,6.2,1.33,1,1,1,0,0,0
739,6.2,1.54,6.9,0.94,0,0,1,0,0,0
740,3.7,1.79,4.0,1.34,0,0,0,0,1,0
741,4.6,1.5,4.4,1.5,1,0,0,0,1,0
742,6.1,2.12,6.5,1.63,1,0,1,0,0,0
743,3.1,1.45,5.0,1.95,0,0,0,1,0,0
744,6.1,1.3,5.5,1.12,0,0,1,0,0,0
745,4.2,1.08,1.6,0.66,1,0,0,0,1,0
746,3.7,1.73,4.6,1.91,0,0,0,0,1,0
747,3.6,1.36,4.9,1.22,0,0,0,1,0,0
748,5.1,1.92,4.4,1.56,0,0,0,0,0,1
749,4.2,1.25,4.9,1.37,0,0,0,1,0,0
750,5.3,2.0,5.7,1.9,0,0,1,0,0,0
756,5.9,1.87,6.8,0.75,0,0,1,0,0,0
757,6.0,1.26,6.1,1.37,1,0,1,0,0,0
758,4.8,1.89,5.9,1.04,0,0,0,1,0,0
759,6.7,0.9,5.9,1.14,1,0,1,0,0,0
763,3.5,1.43,5.5,1.36,1,0,0,1,0,0
764,6.3,1.62,7.5,0.92,0,0,1,0,0,0
767,5.2,1.25,6.5,0.5,0,0,1,0,0,0
769,6.2,1.66,5.0,2.05,1,0,1,0,0,0
773,4.5,1.75,4.7,2.0,0,0,0,0,1,0
775,3.7,1.55,4.4,1.5,0,0,0,0,1,0
776,3.5,1.75,4.5,2.2,0,0,0,0,1,0
777,6.2,2.14,5.1,2.17,0,0,1,0,0,0
779,2.8,1.47,5.3,1.42,1,0,0,1,0,0
780,5.8,1.4,6.2,1.54,0,0,1,0,0,0
781,4.9,2.02,6.3,2.1,1,0,0,1,0,0
782,7.2,1.4,4.7,2.45,0,1,0,0,0,1
784,4.7,1.68,5.7,1.35,0,0,0,1,0,0
787,6.1,1.81,6.3,1.62,1,0,1,0,0,0
789,3.9,2.26,5.2,1.94,0,0,0,1,0,0
790,7.2,1.25,5.4,1.43,0,0,1,0,0,0
791,2.7,1.27,4.6,1.69,0,0,0,0,1,0
794,2.5,1.02,4.2,1.08,0,0,0,0,1,0
795,2.2,0.98,3.5,1.12,0,0,0,0,1,0
796,5.2,2.27,5.1,1.87,0,1,1,0,0,0
797,4.9,2.12,5.4,1.85,0,0,0,1,0,0
798,6.5,1.43,5.9,1.76,0,0,1,0,0,0
799,4.1,1.22,5.6,0.66,1,0,0,1,0,0
800,4.5,1.63,4.5,1.86,0,1,0,0,1,0
801,3.3,2.0,3.5,2.11,0,0,0,0,1,0
804,6.9,1.04,6.8,0.6,1,0,1,0,0,0
805,2.2,0.98,3.5,1.36,0,0,0,0,1,0
806,6.4,1.69,6.6,1.8,0,0,1,0,0,0
807,4.8,1.6,6.5,0.92,0,0,0,1,0,0
808,3.1,1.51,4.3,1.85,0,0,0,0,1,0
810,6.5,1.57,6.6,0.66,0,0,1,0,0,0
811,4.1,1.45,4.9,1.37,0,0,0,1,0,0
813,6.2,1.17,6.7,1.0,0,0,1,0,0,0
814,6.1,1.37,5.3,1.62,0,0,1,0,0,0
815,5.5,1.57,5.9,0.94,0,0,1,0,0,0
818,5.9,1.3,6.8,1.4,1,0,1,0,0,0
819,4.0,1.84,5.7,1.42,0,0,0,1,0,0
820,6.4,1.43,6.4,1.36,0,0,1,0,0,0
823,4.8,1.54,4.8,1.17,0,0,0,0,1,0
824,7.2,1.4,7.0,1.0,1,1,1,0,0,0
825,4.1,2.21,5.7,1.19,0,0,0,1,0,0
826,4.0,1.55,4.7,1.35,0,0,0,0,1,0
829,2.3,1.0,4.5,1.36,0,0,0,0,1,0
830,5.3,1.49,5.9,1.45,0,0,1,0,0,0
831,5.2,1.17,6.2,0.75,0,0,1,0,0,0
833,5.0,1.55,5.8,1.17,0,0,0,1,0,0
834,4.7,1.73,4.3,1.79,0,0,0,0,1,0
836,7.1,1.14,5.7,1.9,0,0,1,0,0,0
839,5.7,1.35,4.4,1.74,0,0,0,0,0,1
841,4.2,1.4,4.7,1.19,0,0,0,0,1,0
844,3.8,1.99,3.4,1.2,0,0,0,0,1,0
845,5.1,1.87,4.0,1.73,0,0,0,0,0,1
846,6.0,1.1,5.5,1.12,0,0,1,0,0,0
848,2.2,1.33,2.7,1.1,0,1,0,0,1,0
850,3.6,1.91,3.1,1.3,0,0,0,0,1,0
851,5.0,0.77,4.4,1.02,0,0,0,0,1,0
852,4.5,1.5,4.7,2.05,1,1,0,0,1,0
854,2.9,1.3,3.8,1.47,0,0,0,0,1,0
855,2.9,1.87,4.5,1.36,0,0,0,0,1,0
856,6.7,0.9,5.6,0.8,0,0,1,0,0,0
857,4.9,1.87,5.3,1.95,0,0,0,1,0,0
858,4.4,2.01,4.5,2.2,0,0,0,0,1,0
859,3.6,2.01,5.1,2.02,0,0,0,1,0,0
860,6.6,0.92,6.7,1.27,0,0,1,0,0,0
863,6.4,1.11,7.0,1.0,0,0,1,0,0,0
864,5.7,1.1,5.9,1.04,0,0,1,0,0,0
865,2.8,1.78,4.6,1.5,0,0,0,0,1,0
866,5.8,1.17,5.1,1.58,1,1,1,0,0,0
867,5.8,1.83,6.5,2.01,0,1,1,0,0,0
869,2.6,1.69,4.1,1.92,0,0,0,0,1,0
871,6.4,1.36,6.0,1.84,1,0,1,0,0,0
872,3.4,1.62,5.5,1.8,0,0,0,1,0,0
873,6.8,0.98,7.0,0.77,0,0,1,0,0,0
874,6.3,1.49,4.4,1.96,0,0,0,0,0,1
876,6.3,2.19,6.7,1.68,1,0,1,0,0,0
879,5.6,1.02,6.0,1.26,0,0,1,0,0,0
880,4.9,2.12,3.8,1.66,0,0,0,0,1,0
882,5.3,1.68,5.2,1.47,1,0,1,0,0,0
884,5.5,1.96,5.0,1.48,0,0,1,0,0,0
886,5.9,0.94,5.4,1.36,0,0,1,0,0,0
887,5.1,1.64,5.6,1.43,1,0,1,0,0,0
889,6.9,1.7,7.2,1.54,0,0,1,0,0,0
890,3.6,1.56,4.7,1.68,0,0,0,0,1,0
891,3.4,1.43,5.5,1.02,0,0,0,1,0,0
892,3.9,2.02,2.9,1.14,0,0,0,0,1,0
893,7.3,1.85,3.3,2.05,0,0,0,0,0,1
897,4.9,1.37,4.3,1.35,0,0,0,0,1,0
898,6.4,1.91,5.5,1.91,1,0,1,0,0,0
899,5.3,1.79,6.3,1.55,0,0,1,0,0,0
902,7.0,0.77,3.3,1.55,1,0,0,0,0,1
903,5.9,1.14,5.6,1.2,0,0,1,0,0,0
904,5.7,1.19,4.2,1.72,0,1,0,0,0,1
908,5.5,1.12,4.9,1.64,0,0,1,0,0,0
909,6.0,1.9,5.5,2.2,0,0,1,0,0,0
910,7.0,1.55,6.6,1.74,0,0,1,0,0,0
911,7.1,1.22,4.0,1.48,0,0,0,0,0,1
913,4.8,1.94,3.3,1.55,0,0,0,0,1,0
915,5.0,1.9,5.2,1.54,0,0,0,1,0,0
921,5.9,1.14,6.1,1.3,1,0,1,0,0,0
924,5.4,1.8,6.2,1.4,1,0,1,0,0,0
925,4.9,1.51,5.7,1.62,1,0,0,1,0,0
926,4.0,1.61,5.5,1.02,0,0,0,1,0,0
928,5.0,1.95,4.0,1.79,0,0,0,0,1,0
931,6.3,2.19,6.5,1.75,1,0,1,0,0,0
932,4.5,1.36,4.9,1.76,0,0,0,1,0,0
934,6.2,1.78,6.4,1.62,0,0,1,0,0,0
936,5.4,1.56,4.7,1.68,0,0,0,0,0,1
938,7.3,0.78,4.2,1.33,0,0,0,0,0,1
939,6.2,1.4,2.7,1.1,0,0,0,0,0,1
941,7.2,0.98,5.9,1.7,1,0,1,0,0,0
942,4.8,1.6,4.1,1.97,0,0,0,0,1,0
944,7.1,0.94,6.5,1.2,0,0,1,0,0,0
945,2.3,1.35,2.8,1.47,0,0,0,0,1,0
949,5.7,1.49,6.1,1.22,1,0,1,0,0,0
952,4.2,2.14,3.7,1.35,0,0,0,0,1,0
954,5.1,1.58,5.5,1.02,0,0,1,0,0,0
955,3.8,1.4,5.6,0.8,0,0,0,1,0,0
956,4.5,1.02,5.4,0.92,0,0,0,1,0,0
957,2.8,1.08,4.7,1.55,0,0,0,0,1,0
958,5.5,1.86,5.1,1.81,0,0,1,0,0,0
959,6.2,1.94,6.4,2.01,0,0,1,0,0,0
960,7.7,1.27,7.7,0.78,0,0,1,0,0,0
961,5.6,0.8,5.5,1.2,0,0,1,0,0,0
962,7.4,0.92,3.4,1.5,1,0,0,0,0,1
964,7.6,0.92,7.0,1.48,1,0,1,0,0,0
967,2.8,2.09,4.4,2.15,1,0,0,0,1,0
968,3.8,2.14,3.2,1.72,0,0,0,0,1,0
970,6.6,1.56,6.6,1.56,1,0,1,0,0,0
973,6.5,1.8,4.6,2.11,0,1,0,0,0,1
974,4.1,1.64,4.2,1.78,0,0,0,0,1,0
976,6.2,1.08,5.9,1.22,0,0,1,0,0,0
977,7.3,1.0,3.5,1.63,0,0,0,0,0,1
978,7.7,1.42,6.1,2.02,0,0,1,0,0,0
979,3.1,1.58,5.5,1.86,0,0,0,1,0,0
980,5.8,1.17,4.3,1.73,1,0,0,0,0,1
981,6.7,1.79,6.6,1.5,1,0,1,0,0,0
983,4.8,2.23,6.3,1.27,0,0,0,1,0,0
985,3.9,1.81,6.1,1.22,0,0,0,1,0,0
986,5.8,0.98,4.5,1.96,0,0,0,0,0,1
987,6.3,1.62,3.6,1.56,0,0,0,0,0,1
988,5.4,1.2,5.9,1.51,0,0,1,0,0,0
989,6.3,2.0,6.4,1.56,0,0,1,0,0,0
990,6.0,1.61,6.1,1.51,1,0,1,0,0,0
991,3.1,1.3,3.5,1.5,1,0,0,0,1,0
993,4.4,1.2,3.8,1.17,0,0,0,0,1,0
994,6.6,1.74,5.3,1.55,0,0,1,0,0,0
995,4.7,1.27,2.4,0.92,0,0,0,0,1,0
996,6.0,1.61,6.7,1.68,0,0,1,0,0,0
997,6.4,2.11,6.7,1.68,1,0,1,0,0,0
999,4.1,2.3,5.9,1.58,0,0,0,1,0,0
1000,6.8,1.6,5.6,2.06,1,0,1,0,0,0
1001,4.4,1.5,3.8,1.72,0,0,0,0,1,0
1002,4.5,1.5,3.2,1.54,0,0,0,0,1,0
1003,5.3,1.79,3.3,1.35,0,0,0,0,0,1
1004,3.8,0.98,4.7,1.49,0,1,0,0,1,0
1005,5.4,1.28,5.1,1.22,1,0,1,0,0,0
1006,4.6,1.36,4.4,2.11,1,0,0,0,1,0
1007,5.2,1.47,5.4,1.56,0,0,1,0,0,0
1008,6.0,1.55,5.4,1.5,0,0,1,0,0,0
1009,3.5,1.69,3.7,1.85,0,0,0,0,1,0
1010,6.5,1.63,6.5,1.5,0,0,1,0,0,0
1011,4.5,1.43,3.0,1.1,0,0,0,0,1,0
1012,4.3,1.62,2.9,1.51,0,0,0,0,1,0
1013,3.2,1.4,3.5,1.75,0,0,0,0,1,0
1014,4.9,1.04,4.5,1.28,1,0,0,0,1,0
1015,5.9,1.58,6.3,1.55,0,0,1,0,0,0
1016,3.3,1.42,1.9,0.7,0,0,0,0,1,0
1017,4.1,1.3,3.8,1.66,0,0,0,0,1,0
1018,3.7,1.49,2.5,1.28,0,0,0,0,1,0
1019,4.3,1.68,2.8,1.08,0,0,0,0,1,0
1020,3.4,1.43,2.5,0.81,1,0,0,0,1,0
1021,6.2,1.66,4.8,1.17,0,0,0,0,0,1
1022,3.3,1.19,3.3,1.68,0,0,0,0,1,0
1023,2.9,1.37,2.3,0.78,0,0,0,0,1,0
1024,3.2,1.47,2.9,1.14,1,0,0,0,1,0
1025,5.1,2.21,6.1,1.81,0,0,1,0,0,0
1026,3.7,1.73,2.8,1.83,0,0,0,0,1,0
1027,4.6,0.92,3.8,0.75,0,0,0,0,1,0
1028,4.5,1.28,4.8,1.25,0,0,0,0,1,0
1029,3.9,0.99,4.5,1.08,0,0,0,0,1,0
1030,5.7,1.42,5.2,1.25,0,0,1,0,0,0
1031,4.8,1.4,5.0,1.84,0,0,0,1,0,0
1032,3.3,1.42,4.1,1.92,0,0,0,0,1,0
1033,5.3,1.19,5.6,0.92,0,0,1,0,0,0
1034,3.3,1.55,2.8,1.08,0,0,0,0,1,0
1035,4.3,1.49,4.2,1.94,0,0,0,0,1,0
1036,4.8,1.6,3.0,0.89,0,0,0,0,1,0
1037,5.0,0.63,4.4,1.36,0,0,0,0,1,0
1038,5.0,1.26,4.1,1.64,0,0,0,0,1,0
1039,6.3,1.49,4.6,1.5,0,0,0,0,0,1
1040,6.2,1.54,5.3,1.35,1,0,1,0,0,0
1041,5.6,1.2,5.4,1.62,0,0,1,0,0,0
1042,5.0,1.18,4.3,1.85,0,0,0,0,1,0
1043,4.9,1.76,5.0,1.41,1,0,0,1,0,0
1044,7.1,1.64,6.1,1.81,0,1,1,0,0,0
1045,4.4,1.43,3.1,1.22,0,0,0,0,1,0
1046,5.6,1.69,5.0,2.05,0,0,1,0,0,0
1047,5.3,1.19,4.4,1.5,0,0,0,0,0,1
1048,5.0,2.19,6.7,1.0,0,0,0,1,0,0
1049,5.3,2.28,6.7,1.95,0,0,1,0,0,0
1050,6.0,1.26,5.8,1.08,0,0,1,0,0,0
1051,5.2,1.08,5.3,1.1,1,0,1,0,0,0
1052,5.5,2.25,6.6,1.62,0,0,1,0,0,0
1053,4.5,2.11,6.3,1.19,0,0,0,1,0,0
1054,3.7,2.49,6.3,2.49,0,0,0,1,0,0
1055,3.7,2.53,6.3,2.1,0,0,0,1,0,0
1056,4.2,1.47,5.0,1.84,0,0,0,1,0,0
1057,4.7,2.28,7.1,1.58,0,0,0,1,0,0
1058,4.0,2.05,5.8,2.04,1,0,0,1,0,0
1059,4.7,2.71,7.5,1.78,1,0,0,1,0,0
1060,5.2,2.09,6.1,1.87,1,0,1,0,0,0
1061,6.5,1.8,6.2,1.83,0,0,1,0,0,0
1062,4.1,1.64,4.3,1.55,0,0,0,0,1,0
1063,5.2,1.66,6.4,1.5,1,0,1,0,0,0
1064,5.2,2.25,7.1,1.52,0,0,1,0,0,0
1065,6.0,1.41,6.4,1.28,0,0,1,0,0,0
1066,6.1,1.37,5.5,1.43,0,1,1,0,0,0
1067,4.0,1.34,3.4,1.69,0,0,0,0,1,0
1068,5.9,1.45,5.3,1.62,0,0,1,0,0,0
1069,4.3,2.41,5.6,1.43,0,0,0,1,0,0
1070,5.2,1.33,5.8,0.98,0,0,1,0,0,0
1071,6.5,1.2,5.3,1.1,0,0,1,0,0,0
1072,6.3,1.1,5.5,1.2,0,0,1,0,0,0
1073,5.2,1.25,3.8,1.66,0,1,0,0,0,1
1074,6.8,0.98,6.4,1.69,0,0,1,0,0,0
1075,6.4,1.74,6.6,0.92,0,0,1,0,0,0
1076,6.0,1.26,5.0,1.55,0,0,1,0,0,0
1077,6.4,1.36,4.8,1.66,0,0,0,0,0,1
1078,6.8,0.87,6.0,1.48,1,1,1,0,0,0
1079,6.9,1.14,5.6,1.85,0,0,1,0,0,0
1080,6.0,1.18,5.0,1.61,0,0,1,0,0,0
1081,5.0,1.26,3.5,1.36,1,0,0,0,1,0
1082,6.7,1.27,6.4,1.5,0,0,1,0,0,0
1083,6.1,1.81,6.6,1.69,1,0,1,0,0,0
1084,5.1,1.22,3.4,1.28,0,0,0,0,0,1
1085,6.1,1.37,5.2,1.78,1,1,1,0,0,0
1086,5.9,1.3,4.3,1.0,0,0,0,0,0,1
1087,6.0,1.73,6.4,1.5,1,0,1,0,0,0
1088,7.3,0.9,6.6,1.11,0,1,1,0,0,0
1089,6.4,1.69,6.6,1.5,0,0,1,0,0,0
1090,5.6,1.69,6.6,1.36,0,0,1,0,0,0
1091,5.7,2.15,5.8,1.6,0,1,1,0,0,0
1092,5.8,1.54,6.3,1.35,0,1,1,0,0,0
1093,5.8,1.47,6.0,1.61,0,0,1,0,0,0
1094,6.4,1.2,6.3,1.27,0,0,1,0,0,0
1095,6.2,1.6,6.2,1.47,0,0,1,0,0,0
1096,3.8,1.08,3.6,1.5,0,0,0,0,1,0
1097,5.5,1.69,5.4,1.91,0,0,1,0,0,0
1098,6.8,1.4,6.3,1.73,0,1,1,0,0,0
1099,5.7,1.85,5.9,1.76,0,0,1,0,0,0
1100,6.3,1.19,5.6,1.28,0,0,1,0,0,0
1101,3.7,1.42,2.4,1.43,0,0,0,0,1,0
1102,2.3,0.78,4.5,2.16,1,0,0,0,1,0
1103,3.6,1.56,3.5,1.91,0,0,0,0,1,0
1104,4.2,1.54,4.4,1.28,0,0,0,0,1,0
1105,3.8,1.47,3.7,1.9,0,0,0,0,1,0
1106,3.0,1.34,3.9,1.97,1,0,0,0,1,0
1107,3.0,1.26,3.2,1.33,0,0,0,0,1,0
1108,4.8,1.17,3.7,1.42,0,0,0,0,1,0
1109,4.2,2.18,2.4,1.02,0,0,0,0,1,0
1110,5.1,2.17,5.4,1.74,1,0,1,0,0,0
1111,3.2,1.4,2.9,1.58,1,0,0,0,1,0
1112,3.1,1.45,2.3,1.27,0,0,0,0,1,0
1113,3.4,1.5,3.0,1.55,0,0,0,0,1,0
1114,3.4,1.56,3.3,2.37,0,0,0,0,1,0
1115,4.4,2.37,3.9,1.97,0,0,0,0,1,0
1116,5.7,1.9,3.0,1.41,0,0,0,0,0,1
1117,4.2,1.33,3.4,1.5,0,0,0,0,1,0
1118,4.0,1.84,1.9,0.7,1,0,0,0,1,0
1119,3.4,2.01,2.1,1.04,0,0,0,0,1,0
1120,3.4,1.56,2.8,1.08,0,0,0,0,1,0
1121,3.9,1.76,2.3,1.1,0,0,0,0,1,0
1122,6.8,1.94,5.4,1.5,0,0,1,0,0,0
1123,3.1,1.64,3.1,1.97,0,0,0,0,1,0
1124,5.4,1.62,5.1,1.22,0,0,1,0,0,0
1125,4.9,1.14,3.0,1.41,0,0,0,0,1,0
1126,3.9,1.81,3.2,1.25,0,0,0,0,1,0
1127,3.4,1.62,3.0,1.55,0,0,0,0,1,0
1128,3.7,1.55,2.7,1.49,0,0,0,0,1,0
1129,3.5,1.75,2.4,0.66,0,0,0,0,1,0
1130,3.8,1.17,3.1,1.58,1,0,0,0,1,0
1131,4.5,1.69,3.4,1.96,0,0,0,0,1,0
1132,4.6,1.62,3.4,0.66,0,0,0,0,1,0
1133,5.0,2.05,2.4,1.96,0,0,0,0,1,0
1134,4.1,1.87,2.1,1.04,1,0,0,0,1,0
1135,3.1,1.51,2.7,1.35,0,0,0,0,1,0
1136,4.5,1.36,3.4,1.91,0,0,0,0,1,0
1137,4.3,1.42,4.2,1.33,0,0,0,0,1,0
1138,4.4,1.56,3.7,1.79,0,0,0,0,1,0
1139,5.1,1.92,2.5,1.02,0,0,0,0,0,1
1140,5.9,1.45,5.4,1.43,0,1,1,0,0,0
1141,4.5,1.36,3.6,1.28,1,0,0,0,1,0
1142,3.2,1.66,2.1,1.3,1,0,0,0,1,0
1143,3.8,1.4,5.1,1.76,0,0,0,1,0,0
1144,3.7,1.49,4.6,1.62,0,0,0,0,1,0
1145,4.7,1.95,2.4,1.2,0,0,0,0,1,0
1146,2.6,1.2,3.4,1.62,0,0,0,0,1,0
1147,4.6,1.5,3.6,1.2,0,0,0,0,1,0
1148,3.4,1.85,3.0,1.41,0,0,0,0,1,0
1149,4.0,1.73,2.6,1.36,0,0,0,0,1,0
1150,4.1,1.7,2.3,0.64,0,0,0,0,1,0
1151,5.0,1.73,5.6,1.2,0,0,0,1,0,0
1152,6.1,1.58,5.6,1.28,0,0,1,0,0,0
1153,3.9,1.81,2.5,0.67,0,0,0,0,1,0
1154,3.9,1.7,4.4,1.56,0,0,0,0,1,0
1155,4.2,1.66,4.3,1.0,0,0,0,0,1,0
1156,7.0,1.34,5.6,2.2,0,0,1,0,0,0
1157,6.9,0.94,6.1,1.37,0,0,1,0,0,0
1158,6.2,1.33,6.2,1.78,0,0,1,0,0,0
1159,5.8,1.94,6.0,1.67,0,0,1,0,0,0
1160,6.4,0.66,5.4,1.5,0,0,1,0,0,0
1161,4.1,1.87,2.5,1.5,1,0,0,0,1,0
1162,3.6,1.11,3.8,1.72,0,0,0,0,1,0
1163,6.2,1.89,5.3,1.49,0,0,1,0,0,0
1164,3.6,1.56,3.1,1.22,0,0,0,0,1,0
1165,3.5,1.43,2.8,1.17,1,0,0,0,1,0
1166,4.6,1.85,3.3,1.9,0,0,0,0,1,0
1167,3.6,1.8,2.8,1.25,0,1,0,0,1,0
1168,4.4,2.54,3.3,1.68,0,0,0,0,1,0
1169,3.9,1.7,2.8,1.25,0,0,0,0,1,0
1170,3.1,1.7,2.1,0.94,0,0,0,0,1,0
1171,3.6,1.56,1.9,1.04,0,0,0,0,1,0
1172,3.9,2.02,2.5,1.5,0,0,0,0,1,0
1173,4.3,1.49,4.0,2.05,0,1,0,0,1,0
1174,3.6,2.15,3.3,1.79,0,0,0,0,1,0
1175,3.7,1.27,3.4,1.02,1,0,0,0,1,0
1176,4.9,1.81,2.7,1.62,0,0,0,0,1,0
1177,5.2,2.14,3.3,1.9,0,0,0,0,0,1
1178,4.9,2.12,4.5,1.96,0,0,0,0,1,0
